,singer,song
922240,Al Rapone,Zydeco To Go
614285,Ivory Joe Hunter,I'll Take You Home Again Kathleen (LP Version)
109884,Jaula de Grillos,Quererte Odiar
299008,JUKKA POIKA,Huonot hylkään
524417,The Notwist,Good Lies
802289,Missing The Point,Shouldn't Have Been There
920876,Joachim Spieth,Real
131686,Lee Ryan,Reinforce Love
2354,La Mano Ajena,Behumer Khusi
427746,Dragonforce,Heroes of Our Time (Album Version)
747647,Jorn,Godless & Wicked
499202,Tricky,Suffocated Love
192756,Antonello Venditti,Indimenticabile
8793,Jefferson Airplane,Greasy Heart
859887,Severine,Ja_ Der Eiffelturm
980175,Sonu Nigam_ Abhijeet_ Sudesh Bhosle_ Kavita Paudwal_ Anupama Deshpande_ Sonali Vajpayee_ Engeibert Rose.,Chumma Chumma
628475,Minus The Bear,Michio's Death Drive
3068,Rotor,Eles Não Vão Mais Se Dar
353370,Charles Williams,First Love
60662,Nanci Griffith,Brave Companion Of The Road
208405,Comptons Most Wanted,I Don't Dance
27682,Sophie Ellis-Bextor,Leave The Others Alone
930805,Luniz,X.O.
787809,U2,11 O'Clock Tick Tock
983461,Martha Raye,Close To Me
449544,Arsenal,No Hay Verdad
841379,Le Volume Courbe,I Killed my Best Friend
684238,Devin Townsend,Night
945961,Alan Lomax,Jwe Yoyo
726727,Vision of Disorder,Up In You (Album Version)
969146,Bobby Hutcherson,Subtle Neptune (2005 Remaster) (2005 Digital Remaster)
182589,Stunt Rock,Girls Don't Like Me
143913,Louis Hayes,Breath of Life
871717,Emigrate,You Can't Get Enough
69898,Michael Franti,Bomb The World / (Armageddon Mix)
920655,Ike Reilly,Cracker's Big Break (Solo)
854991,Chuck Ragan,Glory
717265,Ayo,Neva Been
495123,Magazin,Zlato jubavi
588902,Kamelot,Havarie
119268,Wally Shoup,Fins 'n' Hoodoos
414167,Randy Stonehill,Hide Them In Your Love (Remastered)
177421,Poets,Love Is a Rock
250427,Kevin Burke,The Kid on the Mountain
215599,Jim Chappell,Clean Breeze
391605,Jennifer Warnes,"It Goes Like It Goes - (From the 20th Century Fox Film ""Norma Rae"")"
770140,The Germs,Forming
36851,Line Renaud,Les Noces De Maria Chapdeleine
283814,Lyle Mays,Black Ice (Album Version)
350879,Theo Hakola,Mon corps me trahit
32778,Birdman,Hug Da Block
797231,Marilyn Crispell,Axis
914076,Boyzone,Love Me For A Reason
408752,Marv Johnson,Pull Myself Together
198695,Sabda Brahma featuring Supreme Love Affair,Youngster Gangster Gokula
907606,Aaron Shust,Ever After (Album)
618913,PeterLicht,Ich hatte einen Parkplatz am Fuße der N'Gong-Berge
451411,Austin Lounge Lizards,One True God
554186,Mickey Katz,Sound Off
737557,Gorilla,Come on Now
903796,Calaña,Negrita
96576,Dana Rayne,Make It On My Own
712000,Die Form,Post-Mortem
549586,Mercromina,Lapislázuli
505224,Danilo Perez / Claus Ogerman,The Purple Condor
676683,Ghost Bees,Erl King
176995,Blood On The Wall,Reunite On Ice
823551,Samian,Les Nomades
668392,Johnny Lee,Rollin' Lonely
813659,Facundo Cabral,Ella Tiene La Costumbre
493548,Los Patita De Perro,Estelita
332665,Eddie Rabbitt,Caroline
267343,Los Cadetes de Linares,Te Fuistes
713721,Simon Joyner,John Train's Blues
97438,The Bad Plus,What Love Is This
897055,Threats,Head Bobbin'
85598,Baldwin Brothers,That's Right
75911,Johann Johannsson,melodia (ii)
624859,B.G. The Prince Of Rap,Take Me Through The Night
942014,Terry Muska,Fantasia 14: Narvaez
500696,Depth Charge,Poison Clan '95 (Single Version)
486781,Self Scientific,Change Pt.1
95495,The Specials,Enjoy Yourself (Reprise) (2002 Digital Remaster)
811088,Eddie Harris,Samba Para Dos - Original
579797,FDEL,The Crew
205354,Kiss Me Deadly,Pop
279223,Standstill,Gafas de buzo
605438,Breaks Co-Op,SOUND ADVICE
529759,Onra feat. Reggie B,High Hopes (feat. Reggie B)
219195,Don Francisco,Come_ Holy Spirit
299238,Poverty Stinks,Think It Over
249287,Frankie Valli & The Four Seasons,Slip Away
532478,Kaiacid,I can´t get you!
14610,P.G. Six,The Divine Invasion
663669,Tommy Peoples_ Seamus Gibson,Farrell O'Gara_ Ciaran O'Reilly
25354,Little Milton,Let Me Down Easy
238019,Fear Factory,Concrete (Album Version)
125763,Galt MacDermot;Tom Pierson,Air
886979,Stereotypical Working Class,Calendar
43072,Korea,Growing Apathy
182195,Eric Copeland,Lunar Bad Land
168370,Rapoon,Stone Tower
613612,Günter Noris,Rock'n'Roll Medley
580338,Zagar feat. Underground Divas,Wings Of Love
56790,Queensryche,Chemical Youth (We Are Rebellion) (2002 Digital Remaster)
110314,Being 747,13 Stones To Float
414947,Philmore,Together
571719,Audience,Too Late I'm Gone
639271,Sparklehorse,Sunshine (International Version)
762931,Evidence,Burden
102837,Lorrie Morgan,Another Lonely Song
363550,Louis Armstrong,Jeepers Creepers
725228,Gino Paoli,Una Lunga Storia D'Amore
833631,George Jones & Tammy Wynette,We Could
840685,Ghetto Mafia,Ridin In My Chevy (Feat. Silk)
48547,Admiral Freebee,Faithful To The Night
581183,Theo Hakola,La chanson du Zorro andalou
549826,Rancid,Leicester Square (Album Version)
88143,Dressy Bessy,Super Star Everything
284779,Liv Marit Wedvik,What About You
941299,Embrace the End,Denim On Denim Hate Crime
719600,The Mystics,Easy
656387,Barbara Jean English,I Want Your Love So Bad I Can Taste It (Bonus Track)
669703,Santo Barrio,La Orilla
371086,Plastic Bertrand,Edgar Allan Proust
328172,Billie Ray Martin,Your Loving Arms
546237,Buddy Jones,Settle Down Blues
303688,Little Milton,Blind Man
485382,Triumph The Insult Comic Dog (Featuring Maya Rudolph_ Conan O'Brien_ Adam Sandler_ Jack Black_ and Horatio Sanz),Together In Pooping (Album Version)
17602,Magic Sound Fabric,The World Is An Illusion
936497,Flying Lotus,Massage Situation
240501,Ray Johnson Band,C'Mon Honey_ I Don't Just Love You For Your Money
355483,Doug Watkins,Phil T. McNasty's Blues (24-Bit Mastering) (2002 Digital Remaster)
568795,John TchiCai with Rent Romus' The Lords of Outland!,Descent Of The Avatar
596707,Ghoti Hook,All That I Am
437133,P. Diddy,Thats Crazy (Album Version)
846729,Ana Laura,Feliz (Versión Acústica)
920472,Lagwagon,Smile
112667,Keith Richards,You Win Again
679727,Shur-I-Kan,Living Inside
13050,Opeth,Weakness
750513,Split Enz,I Hope I Never
436547,Ana Laura,Completely
50584,Papa San,Walk The Street
686661,The Dum Dum Project,Hey Diwani_ Hey Diwana
834088,Noyce TM,Hypnotized x10ded
153875,Mayday,Post Mortem (Clean)
781940,Third Day,Born Again
763323,Mexican Institute of Sound,Yo Diga Baila (Ralph Myerz' 5am Eternal Fever Remix)
271485,Not Breathing,Ascii Princess
182975,Keny Arkana,Je Me Barre
562646,Keepaway,Yellow Wings
703315,Crea,Call Her
622379,Larry Graham & Graham Central Station,Sneaky Freak
86972,Ronnie Spector,I Wish I Never Saw The Sunshine
95534,Paul Mauriat,Snow Desert
88644,Ill Lit,The Homewrecking Ball
38941,José Luis Duval,Di Quella Pira
597342,Brother Beyond,Perfect Love
401410,Typhoon,Vertigo
103303,Hella,Brown Metal
210884,Sisters Of Mercy,Something Fast (Remastered)
578975,John Pinette,Send'um Wheat (Live)
14537,Last Chance Jug Band,Last Chance Blues
137330,Codec & Flexor,My Arms Are Tired
162604,High Rankin,Apocolypse How
746422,Intenso,Dejalo al Tiempo
233033,Wolfmare,Shine
316357,Omega Drive,Dark Place
865017,Aloan,Calm
260161,Cherish,Miss P. (Album Version) (Featuring Da Brat)
372879,Novembre,Nostalgiaplatz (Acoustic)
870633,Lexxus,Ride For Me
817866,Death SS,The Four Horsemen (Bonus Track)
130298,Clint Black,Live And Learn
33266,Aikakone,Tulisitko
638312,Count Zero,Go Go Go
595096,Barbra Streisand; Arranged and conducted by Marty Paich,O Little Town Of Bethlehem
598890,Ronnie McNeir,Take The First Step
122607,Reinhard Mey,Zwischen Kiez Und Ku'Damm
182632,Tyson,Super Star
120700,Tátrai Band,Zárva az ajtó
249433,Lake Trout,Shiny Wrapper
389974,The Almighty Trigger Happy,Gsa
31017,Myriam,Fuego Y Pasión (Fogo & Paixao)
410125,Raul Midón,Tembererana (Live)
418470,VHS Or Beta,Dynamize
251863,Markus Enochson,Red Coffe (Redshape Sweat Mix)
177566,Tori Amos,Fire To Your Plain
45788,B12,Wave Societies
350223,Robbie Seay Band,Love Invades
952532,Pride And Fall,Matriarch
150903,Bettye Lavette,God Bless The Child
796002,Ultraviolet,To suffer your pain
377094,Charlie Louvin,Where The Roses Never Fade
897713,Opihi Pickers,Stars and Stripes Forever
558919,Oh_ Sleeper,A Banquet For Traitors
474004,Ja Rule / Black Child,Gun Talk
398963,Hieroglyphics,Heat ((previously unreleased) Instrumental)
685073,Ella Fitzgerald_ Louis Armstrong,A Foggy Day
821247,Kurt Elling,The Uncertainty Of The Poet
175270,Shirley Caesar,He's Coming To Take Me Away (Album Version)
977033,Camber,Expat
30553,Pascal Obispo,Les Fleurs Du Bien
81125,Shaman's Dream,Spacious Offerings
409165,Bill Wells & Maher Shalal Hash Baz,Duck
94021,José Alfredo Jimenez Con Mariachi Vargas De Tecalitlan,Esta Noche
743577,Rino Gaetano,Berta Filava
278645,Nyboma,Ban Gula-Ban Gula
482997,Bloodsimple,Path To Prevail (Album Version)
813085,Mott The Hoople,Violence
632651,Marti Jones,Slave
567712,Section 25,Loose Talk (Costs Lives)
860743,Iris Dement,Sweet Is The Melody (Album Version)
670894,Boo Boo Davis,What Makes a Fool Fall In Love
640205,Gene Vincent,Be-Bop-A-Lula
379432,Hayko Cepkin,Sonra Goruselim
593721,Busta Rhymes featuring Rampage The Last Boy Scout_ Dinco_ Milo and Charlie Brown of Leaders Of The New School,Keep It Movin' (Explicit LP Version)
419966,Anne Marie David,My Heart Belongs To Me
153060,The Duke Spirit,Red Weather
467609,Go Drowsy,My Only Saviour
210439,Sophie Tucker,My Yiddische Momme
506404,D-Shot,Carpool Lane
178855,Tiger Lou,When I Was A Kid
178861,Roosevelt Sykes,Flames Of Jive
90137,John Coltrane Quartet,A Love Supreme Part I: Acknowledgement
209416,Chris Clark,Got To Get You Into My Life
754726,Gianni Celeste,'E 'nu bbene esagerate
430031,Laura Welland,Fever (Scene 2: Fever)
986265,Dino Meira,Mariana
941621,tobyMac,ShowStopper
837662,Taino,Quiero Hacerte El Amor
497973,Dalriada,Ye Jacobites by Name
99093,Bayside,Blame It On Bad Luck (Album Version)
10027,Paul Trainer,Deal With It
425885,Love,Chijou No Angels
369912,Eighteen Visions,Coma
717281,Diamond Rio,Moments Of Heaven On Earth (Album Version)
185752,Chip Taylor,The Trouble With Scientists
449087,Coheed and Cambria,Welcome Home
349538,Alpha Blondy,Cameroun
398807,DJ Clue,Pain In Da Ass (Skit)
1781,Dash Rip Rock,Rich Little Bitch
479014,Laidback Luke & Diplo,Hey!
116834,LITE,Infinite Mirror
136427,Lee Coombs,Intro
772117,Quicksilver Messenger Service,Gangster Purple - Inst
881657,Aereogramme,Trenches
599564,Ann Rabson,Hassle Attack
327436,Oscar Peterson,Tea For Two
422674,Erlend Oye,Friends and Lovers
761253,Walt Wilkins,I Chose This Road
361711,Black Box,Hold On
157038,Guzzard,Sebastian's Revenge
447984,Gonzalo Rubalcaba,Infantil (Dedicated to John McLaughlin)
897793,Whitecross,Who Will You Follow?
140712,Woody Herman  & His Orchestra,Hat Trick
105958,Okay,Pretend
266433,Nivea,Parking Lot
833463,S.S,Intro
372187,Rose Royce,Pop Your Fingers
309287,Parliament,P-Funk (Wants To Get Funked Up)
978901,Rusty Draper,Gambler's Guitar
649435,Benny Bailey / Max Greger Jr. / Max Greger & Orchester,Caravan
725394,DJ Tatana,Spring Breeze
203932,Swordmaster,Conspiracy - Preview
420482,Theuns Jordaan,Visserman
249200,The Shamrock Singers,The Wild Colonial Boy
411381,Appliance,Tuesday Is Nearly Over
550776,Detritus,Ghostwritten
502178,Alpha,Apple Orange
869429,Cell,Shiny Girl
676077,Mariza,Chuva (Live)
20260,Bumblefoot,Bonus Track 2
507132,Jack Off Jill,American Made
295330,Peter Wright,Excerpt From '...The Poet Emerge' Demo
791185,Zur,Sale El Sol
124950,Embargo,Hysterie
845601,Keane,Crystal Ball
83777,Diana Krall,My Love Is
157409,Jah Stitch,Crazy Joe
509697,Sir Simon Rattle/Berliner Philharmoniker/Rundfunkchor Berlin,Pluto_ The Renewer
541053,Mistah F.A.B.,PTO Mistah FAB Interlude 3
801086,Judy Collins,We Can Work It Out
983311,The Automatic,Magazines
533267,Mouth Of The Architect,Guilt And The Like
978079,BIZ,Get Loose
509326,Matchbook Romance,Singing Brides (We All Fall) (Album Version)
704321,Weed Brothers,Changer d'air
875277,Magnitude 9,Another World
165538,Matthew Ryan,Happy Hour
283920,Oliver Huntemann,Sorgenbrecher
896727,Screaming Jay Hawkins,Cookie Time
471077,Augustus Pablo,Sleeping Chariots
569756,The Sensational Nightingales,Whosoever Will (Part II)
53736,Gruppo Sportivo,I Shot My Manager
200727,Alain Souchon,Arlette Laguiller (Live)
550691,Venetian Snares,Cabbage
243036,The Jesus And Mary Chain,Come On
866140,Frankee,Don't Be Mad
411494,Today Is The Day,The Cold Harshness of Being Wrong Throughout Your Entire Life
770664,Beyond The Embrace,Fleshengine Breakdown
531392,Leandro Lehart,Pensamento
900494,Lisa Germano,Singing To The Birds
631353,Oingo Boingo,Only A Lad
31328,Run Chico Run,Smitten
32932,Jean Lumière,Voici les santons
81482,Layaway Plan,Look Ahead
621894,I Solisti di Zagreb,Concerto per archi e basso continuo in sol maggiore G-Dur - II. Adagio
944166,Trembling Blue Stars,November Starlings
24217,Northern State feat. Pete Rock,Time To Rhyme
683457,BSO,Bizarre Love Triangle
158481,Trial By Fire,To Whom It May Redeem
683677,Captain & Tennille,Do That To Me One More Time
593068,Nights Like These,Veteran Theives (Album Versions)
911529,Two Hoots And A Holler,Angels Cry
202145,Up Hygh,Be Known Feat Eska
667227,Fishbone,Freddie's Dead
874377,David Ivar Herman Düne,Song For The Family
235721,Wyclef Jean,Jean Dominique Intro
205311,Barbara Fairchild,Teddy Bear Song
360505,Love & Money,Razorsedge
298361,Chunk,Gotta Have It
158366,Fireworks,Holiday
264658,Count Bass D,Canerow Waltz
512681,Sickboy,Breakable
883589,The Family (Robert And Elizabeth),The Family Moulton-Barrett (1993 Digital Remaster) (From 'Robert And Elizabeth')
845650,Cows,Terrifique
341249,Lange,Red October
175047,Kid Spatula,Hill Street Blues
347722,Original London Cast,You And Me
997786,Decima Victima,Sumido en la depresion
369257,Baby Rasta Y Gringo,Voy A La Disco
47840,Val Doonican,ORaffertys Motor Car
298052,Chanté Moore,You Can't Leave Me
746766,Jani Wickholm,Kaiho kaipuu ja ikävä
378569,Barry Blue,Tip Of My Tongue
381020,Dj Marbrax,I Want Sex
454871,John Jackson,John's Ragtime
435150,Anna Vissi,Den Me Agapas
433200,Julius La Rosa,There'll Never Be Another You (2002 Digital Remaster)
288256,Paul Oakenfold,Southern Sun
406018,cLOUDDEAD,Dead Dogs Two (Boards of Canada remix)
559884,Son House,Death Letter Blues (Incomplete)
730204,Lauren Wagner & Fred Weldy,For Craig Urquhart
468678,Brownstone,Kiss And Tell
339680,Ella Washington,Pride
40750,Kendra Shank_ Larry Willis Quartet,Devil May Care
129713,Baby Elephant,If U Don't Wanna Dance
359479,Lord Creator,Independent Jamaica
6212,Memphis Sheiks,Don't Feel Like Talkin' Today
420220,Sheila On 7,SAMPAI KAPAN
856165,Julia Fordham,A Magic Moment [Dialogue] (LP Version)
445442,Freaknasty,Ballin
568444,Erasure,True Love Ways
184395,Andreas Ammer / FM Einheit,Canto XIV
65140,Zero Boys,Johnny Better Get
998332,Lars Eriksson,One
284536,Veruca Salt,Somebody
689706,Axegrinder,Virtual Reality
879383,Alive Stone,Green Lady
830249,Vortex Involute,Massive
524073,Siiri Nordin,Tu-Tu-Dah
562172,Bay City Rollers,I Only Wanna Be With You
798720,Jewel & Warriss (Services Calling),Keep On Smiling
341477,Celia Cruz Y Sonora Matancera,Ipso Calypso - Original
618221,Shabazz The Disciple,Prem
477328,Dana Gillespie,Easy Does It
92560,Janie Frickie,Don't Worry 'Bout Me Baby
529625,Rich Boy / Polow Da Don / Keri Hilson,Good Things
293071,Leslie Mendelson,I Know You Better Than That (Album Version)
173390,General Steele of Smif N Wessun feat. Boot Camp Clik_ The Representativz_ Ruste Juxx_ and Young Coke,No Sleep 'Til Bucktown
809200,Keith Sweat,Merry Go Round (Remastered Single Version)
871485,Peter Pan Speedrock,Good Stuff
394735,Love Of Lesbian,Shiwa (Tot A Zen)
282070,The Paul Butterfield Blues Band,I Let It Go (To My Head) (LP Version)
226422,Upsurt,Non-stop /1998/
739814,Judas Priest,Devil's Child
337531,Fire,Reason For Everything
573052,Juniper Moon,Tus Pies
809473,Lucas Prata,Guitar Interlude
464309,Mike Griffin & The Unknown Blues Band,Delta Moon
984451,Raphael Saadiq,Let's Take A Walk
732959,Deadsoil,Viper
300499,Pleasure P,Boyfriend #2 (Explicit Album Version)
222876,Gene Harris And The Three Sounds,Sittin' Duck
524591,Rev. James Moore,Praise Him
321771,Animal Collective,The Purple Bottle
232129,PMMP,Kuvia
329413,Greg Brown,InaBell Sale
169412,Avalon,Let Your Love
176872,Mark Thibideau,Silent Waiting
832276,Tube Control,Schwertransport
226774,Technicolor,Black Hole
126383,Lorrie Morgan,Watch Me
907289,Lee Dorsey,The Kitty Cat Song
524225,Mamá Ladilla,Horchata Azul
18359,Carol Channing,Somewhere There's a Little Bluebird
556406,John Jackson,Diddy Wa Diddy
372286,Nadine Sutherland,Just A Little Bit Longer
839256,Koyi K Utho,Tranquility In Madness
338495,Autistici,9V Tree Battery
83004,Vyvienne Long,Treacherous
968652,Roy Drusky,Hello Walls
823571,Sopwith Camel,Brief Synthoponia (Album Version)
382468,Greg Ashley,Song From Limestone County
233263,Stefan Gwildis,Du bist so wundervoll (You Are So Beautiful)
571337,Benjy Davis Project,Send Your Love Down (Album)
762862,Mafiosos,Fo Tha Money (Radio)
726095,Red Garland,I Wish I Knew
852669,Planet P Project,In The Zone
533010,Spiritualized,Harmony 5 (accordian)
53812,Mick Harvey,The Javanaise
968760,Impaled,Critical Condition
678525,Candie Payne,Seasons Change
325766,Ektomorf,Fuck You All (live)
338669,Monoceros,Back A2
350605,Nancy Wilson,All My Tomorrows
199575,Seigmen,Syndefloden
75679,Scott Krippayne,What Breaks Your Heart (Autobiography Album Version)
447568,The Raleigh Ringers,Bohemian Rhapsody
556186,Sippie Wallace,Advice Blues
520102,Sascha König,Viva La Vida
606694,Harold Budd,Serge Poliakoff (Album Version)
425374,Esthetic Education,The King is Dead
585116,Diplo Featuring Sandra Melody,Newsflash
59693,Templars,No Rhyme Nor Reason (Album Version)
716158,Dimension Latina,Eco Del Tambo
320963,Gang Starr Featuring Snoop Dogg & Uncle REO,In This Life... (Edited) (Feat. Snoop Dogg & Uncle Reo)
273067,Meiju Suvas,Rakkauden lapset
25940,Diomay,Petit con
726382,Sly & Robbie / Amp Fiddler,I Believe In You
826943,Diana Ross,Remember Me
597067,Metalogic,LPH6
91249,Erik Berglund,Water Of Remembrance
503089,Six Feet Under,Bled To Death
908547,Margie Bermejo,Como Dos Puñales
165399,Operator Please,Ghost
944932,Dj Cam,Juliet Dj Cam remix
194770,Jim Gillette,Never Say Never (Album)
609710,Veda Hille,Small
555604,Dessau,Spinning On My Head
584640,The Sun Harbor's Chorus-Documentary Recordings,Liberty call
208089,Mason Proffit,Hobo (Album Version)
226248,Frustration,As They Say
427932,Jake Shimabukuro,Toastman's Wave
298853,Assembly of Dust,Burned Down
400045,Matt Wertz,Wade Through The Night
667732,Yaga_ Mackie,Noche de Estrellas (feat. Benzino)
365858,The Stone Roses,Elizabeth My Dear
716989,Otis Spann,He's Got The Whole World In His Hands
397979,The Sneetches,Don't Turn Back
282831,Tinchy Stryder / Amelle,Never Leave You
179279,"Richard ""Groove"" Holmes",Do It My Way (Digitally Remastered)
101769,Dark At Dawn,The Alliance
892480,Laura Marling,My Manic And I
952704,Fredi,Hän - Honey -
733322,Greg Adams,Burma Road
464965,Marty Robbins,Song Of The Islands
292701,Bobby Rydell,Wild One
